Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,19.280001,19.570000,18.549999,19.129999,19.129999,483900
2015-01-02,19.290001,19.770000,18.990000,19.379999,19.379999,280800
2015-01-05,19.110001,19.180000,18.129999,18.320000,18.320000,565300
2015-01-06,18.389999,18.690001,17.530001,18.480000,18.480000,457700
2015-01-07,18.629999,20.450001,18.629999,20.340000,20.340000,679600
2015-01-08,20.700001,21.680000,19.510000,21.209999,21.209999,1113300
2015-01-09,19.459999,19.520000,17.900000,18.190001,18.190001,1776700
2015-01-12,18.330000,18.900000,18.170000,18.370001,18.370001,540900
2015-01-13,18.430000,18.629999,17.070000,17.219999,17.219999,550000
2015-01-14,17.100000,17.959999,16.700001,17.770000,17.770000,527200
2015-01-15,17.770000,17.889999,17.250000,17.459999,17.459999,321800
2015-01-16,17.360001,18.330000,16.969999,18.150000,18.150000,469800
2015-01-20,18.219999,18.500000,17.680000,18.430000,18.430000,375500
2015-01-21,18.410000,19.520000,18.270000,19.219999,19.219999,434300
2015-01-22,19.340000,19.459999,18.680000,18.870001,18.870001,245200
2015-01-23,18.790001,18.940001,18.270000,18.830000,18.830000,242700
2015-01-26,18.719999,19.580000,18.639999,19.090000,19.090000,256100
2015-01-27,18.770000,19.350000,18.389999,18.910000,18.910000,190400
2015-01-28,18.910000,19.030001,18.110001,18.690001,18.690001,256700
2015-01-29,18.690001,19.200001,18.520000,19.100000,19.100000,233500
2015-01-30,18.860001,19.209999,18.180000,18.219999,18.219999,260300
2015-02-02,18.260000,18.670000,17.830000,18.670000,18.670000,210000
2015-02-03,18.709999,19.490000,18.709999,19.139999,19.139999,302800
2015-02-04,18.920000,19.450001,18.790001,19.190001,19.190001,221300
2015-02-05,19.190001,19.750000,19.129999,19.270000,19.270000,179700
2015-02-06,19.209999,19.400000,18.930000,19.250000,19.250000,126700
2015-02-09,19.209999,19.209999,18.850000,19.090000,19.090000,159000
2015-02-10,19.120001,19.780001,18.860001,19.500000,19.500000,222800
2015-02-11,19.490000,20.000000,19.280001,19.990000,19.990000,258300
2015-02-12,20.000000,20.370001,19.830000,20.020000,20.020000,566500
2015-02-13,19.959999,20.730000,19.910000,20.170000,20.170000,395200
2015-02-17,20.010000,20.490000,19.790001,19.889999,19.889999,591700
2015-02-18,19.799999,20.590000,19.780001,20.030001,20.030001,191100
2015-02-19,20.010000,20.200001,19.690001,19.879999,19.879999,276600
2015-02-20,19.860001,19.959999,19.139999,19.570000,19.570000,200000
2015-02-23,19.570000,19.570000,18.590000,18.820000,18.820000,289600
2015-02-24,18.830000,19.290001,18.740000,18.910000,18.910000,166200
2015-02-25,18.940001,19.250000,18.469999,18.520000,18.520000,154800
2015-02-26,18.629999,18.959999,17.879999,18.559999,18.559999,198600
2015-02-27,18.620001,18.879999,18.410000,18.420000,18.420000,206600
2015-03-02,18.459999,18.790001,18.340000,18.760000,18.760000,235600
2015-03-03,18.650000,19.170000,18.620001,19.010000,19.010000,205900
2015-03-04,18.990000,18.990000,18.180000,18.670000,18.670000,229300
2015-03-05,18.610001,18.730000,18.350000,18.629999,18.629999,174800
2015-03-06,18.520000,18.790001,18.059999,18.150000,18.150000,155800
2015-03-09,18.240000,18.559999,18.030001,18.180000,18.180000,145900
2015-03-10,18.010000,18.420000,17.879999,18.290001,18.290001,129000
2015-03-11,18.389999,18.910000,18.180000,18.549999,18.549999,151800
2015-03-12,18.469999,18.980000,18.459999,18.940001,18.940001,144600
2015-03-13,18.950001,19.260000,18.740000,18.930000,18.930000,137600
2015-03-16,18.969999,19.250000,18.540001,18.680000,18.680000,194700
2015-03-17,18.580000,19.139999,18.559999,18.799999,18.799999,196800
2015-03-18,18.719999,19.100000,18.600000,19.020000,19.020000,72400
2015-03-19,18.969999,19.879999,18.959999,19.430000,19.430000,163700
2015-03-20,19.570000,19.820000,18.709999,18.809999,18.809999,238400
2015-03-23,18.719999,20.160000,18.690001,19.840000,19.840000,270100
2015-03-24,19.830000,20.670000,19.450001,19.930000,19.930000,419800
2015-03-25,19.879999,20.010000,18.879999,19.049999,19.049999,235500
2015-03-26,18.500000,18.990000,18.080000,18.280001,18.280001,313000
2015-03-27,18.629999,18.750000,18.219999,18.629999,18.629999,147600
2015-03-30,18.670000,19.500000,18.549999,19.030001,19.030001,255200
2015-03-31,19.030001,19.570000,18.740000,19.049999,19.049999,163300
2015-04-01,18.930000,19.139999,18.590000,18.730000,18.730000,189000
2015-04-02,18.670000,20.340000,18.670000,20.120001,20.120001,412100
2015-04-06,19.700001,21.420000,19.700001,21.280001,21.280001,396000
2015-04-07,21.250000,22.360001,21.090000,21.740000,21.740000,476100
2015-04-08,21.740000,22.139999,21.139999,22.070000,22.070000,294400
2015-04-09,22.020000,22.799999,21.730000,22.660000,22.660000,274200
2015-04-10,22.750000,22.750000,21.870001,22.180000,22.180000,148500
2015-04-13,22.100000,22.440001,21.690001,22.280001,22.280001,151900
2015-04-14,22.230000,23.500000,21.940001,22.889999,22.889999,282000
2015-04-15,22.650000,23.209999,22.139999,22.480000,22.480000,434900
2015-04-16,22.340000,22.930000,22.000000,22.440001,22.440001,185000
2015-04-17,22.320000,22.469999,21.959999,22.370001,22.370001,160900
2015-04-20,22.370001,23.010000,22.030001,22.940001,22.940001,216500
2015-04-21,22.660000,23.030001,22.049999,22.480000,22.480000,389000
2015-04-22,22.459999,22.500000,21.580000,22.049999,22.049999,133400
2015-04-23,22.500000,22.500000,21.389999,21.750000,21.750000,265600
2015-04-24,21.750000,21.889999,21.270000,21.469999,21.469999,177800
2015-04-27,21.250000,21.799999,20.549999,21.690001,21.690001,1009300
2015-04-28,16.520000,18.650000,16.379999,18.610001,18.610001,3105600
2015-04-29,18.500000,18.600000,17.170000,17.850000,17.850000,558600
2015-04-30,17.850000,18.430000,17.400000,18.260000,18.260000,491200
2015-05-01,18.299999,18.299999,17.000000,17.190001,17.190001,532000
2015-05-04,17.250000,17.250000,16.500000,16.840000,16.840000,605800
2015-05-05,16.889999,16.950001,16.500000,16.650000,16.650000,254500
2015-05-06,16.660000,16.850000,16.250000,16.420000,16.420000,212800
2015-05-07,16.360001,16.370001,15.820000,16.110001,16.110001,260700
2015-05-08,16.209999,16.219999,15.900000,15.930000,15.930000,347700
2015-05-11,15.930000,16.600000,15.870000,16.450001,16.450001,199600
2015-05-12,16.340000,16.629999,16.110001,16.520000,16.520000,345500
2015-05-13,16.500000,16.900000,16.340000,16.840000,16.840000,194000
2015-05-14,17.000000,17.200001,16.299999,16.350000,16.350000,226200
2015-05-15,16.389999,17.910000,15.800000,17.870001,17.870001,696800
2015-05-18,17.580000,18.299999,17.250000,17.680000,17.680000,521400
2015-05-19,17.680000,17.780001,17.160000,17.469999,17.469999,181500
2015-05-20,17.459999,17.530001,17.040001,17.490000,17.490000,130500
2015-05-21,17.549999,17.889999,17.389999,17.629999,17.629999,150500
2015-05-22,17.700001,18.110001,17.450001,17.770000,17.770000,243600
2015-05-26,17.760000,17.950001,17.389999,17.790001,17.790001,128700
2015-05-27,17.799999,18.320000,17.650000,18.049999,18.049999,227100
2015-05-28,17.969999,18.469999,17.910000,18.459999,18.459999,153800
2015-05-29,18.410000,18.870001,18.070000,18.360001,18.360001,202400
2015-06-01,18.379999,18.400000,17.760000,17.879999,17.879999,114400
2015-06-02,17.799999,18.150000,17.709999,17.760000,17.760000,101900
2015-06-03,17.770000,18.080000,17.400000,17.670000,17.670000,123400
2015-06-04,17.559999,17.690001,17.160000,17.200001,17.200001,101200
2015-06-05,17.180000,17.860001,16.510000,16.670000,16.670000,245600
2015-06-08,16.570000,17.410000,16.570000,16.910000,16.910000,158300
2015-06-09,16.860001,17.440001,16.840000,16.950001,16.950001,46900
2015-06-10,17.080000,17.180000,16.639999,16.950001,16.950001,126800
2015-06-11,17.049999,17.170000,16.700001,17.020000,17.020000,66400
2015-06-12,17.000000,17.059999,16.730000,16.950001,16.950001,68100
2015-06-15,16.879999,17.090000,16.389999,16.730000,16.730000,271500
2015-06-16,16.680000,17.240000,16.530001,16.629999,16.629999,177200
2015-06-17,16.730000,16.940001,16.590000,16.690001,16.690001,137100
2015-06-18,16.680000,17.340000,16.650000,17.120001,17.120001,151300
2015-06-19,17.180000,17.350000,16.809999,16.809999,16.809999,214100
2015-06-22,16.950001,16.950001,16.580000,16.660000,16.660000,166600
2015-06-23,16.690001,17.270000,16.620001,16.959999,16.959999,232500
2015-06-24,16.850000,17.459999,16.790001,17.139999,17.139999,126600
2015-06-25,17.170000,17.600000,17.000000,17.410000,17.410000,144500
2015-06-26,17.400000,17.500000,17.129999,17.370001,17.370001,225000
2015-06-29,17.080000,17.219999,16.820000,16.910000,16.910000,223400
2015-06-30,17.020000,17.100000,16.809999,16.870001,16.870001,163900
2015-07-01,16.980000,17.030001,16.080000,16.350000,16.350000,201300
2015-07-02,16.360001,17.610001,16.309999,17.030001,17.030001,367900
2015-07-06,16.860001,17.570000,16.770000,17.299999,17.299999,452500
2015-07-07,17.219999,17.790001,16.629999,17.500000,17.500000,953500
2015-07-08,18.410000,19.200001,17.320000,17.930000,17.930000,1826400
2015-07-09,17.940001,18.250000,17.370001,17.889999,17.889999,644600
2015-07-10,18.000000,18.660000,17.879999,18.400000,18.400000,268000
2015-07-13,18.620001,18.950001,18.469999,18.709999,18.709999,230500
2015-07-14,18.650000,19.000000,18.530001,18.709999,18.709999,197200
2015-07-15,18.740000,18.920000,18.260000,18.299999,18.299999,134400
2015-07-16,18.340000,18.530001,18.200001,18.260000,18.260000,130600
2015-07-17,18.250000,18.379999,17.770000,17.930000,17.930000,141500
2015-07-20,18.000000,18.180000,17.709999,18.030001,18.030001,138100
2015-07-21,18.070000,18.280001,17.969999,18.200001,18.200001,130900
2015-07-22,18.120001,18.450001,18.000000,18.120001,18.120001,146600
2015-07-23,18.129999,18.290001,17.900000,18.030001,18.030001,135100
2015-07-24,18.049999,18.500000,17.879999,18.350000,18.350000,196800
2015-07-27,18.299999,18.379999,17.840000,17.940001,17.940001,132900
2015-07-28,18.150000,18.150000,17.670000,18.000000,18.000000,133500
2015-07-29,18.049999,18.490000,17.959999,18.370001,18.370001,87100
2015-07-30,18.299999,18.650000,18.110001,18.440001,18.440001,233000
2015-07-31,18.430000,18.860001,18.110001,18.180000,18.180000,93500
2015-08-03,18.270000,18.270000,17.139999,17.280001,17.280001,199100
2015-08-04,17.330000,17.450001,17.000000,17.309999,17.309999,83800
2015-08-05,17.400000,17.709999,16.920000,17.150000,17.150000,183300
2015-08-06,17.090000,17.090000,16.500000,16.690001,16.690001,138900
2015-08-07,16.600000,16.959999,16.570000,16.950001,16.950001,92700
2015-08-10,16.969999,17.200001,16.870001,17.049999,17.049999,123600
2015-08-11,16.930000,17.080000,16.750000,16.820000,16.820000,122100
2015-08-12,16.809999,17.049999,16.170000,16.670000,16.670000,123500
2015-08-13,16.730000,16.760000,16.309999,16.469999,16.469999,63700
2015-08-14,16.410000,16.650000,16.049999,16.250000,16.250000,136900
2015-08-17,16.139999,16.290001,15.870000,16.200001,16.200001,194000
2015-08-18,16.180000,16.180000,15.900000,15.960000,15.960000,139000
2015-08-19,15.960000,15.970000,15.740000,15.760000,15.760000,144700
2015-08-20,16.010000,17.020000,16.010000,16.580000,16.580000,457900
2015-08-21,16.180000,16.530001,16.080000,16.200001,16.200001,229000
2015-08-24,15.550000,16.000000,15.000000,15.810000,15.810000,362000
2015-08-25,16.100000,16.629999,15.690000,15.730000,15.730000,231700
2015-08-26,15.980000,15.980000,15.270000,15.880000,15.880000,146000
2015-08-27,16.000000,16.379999,15.760000,16.160000,16.160000,112100
2015-08-28,16.200001,16.920000,16.180000,16.830000,16.830000,179800
2015-08-31,16.760000,17.160000,16.549999,16.910000,16.910000,113100
2015-09-01,16.660000,16.990000,16.360001,16.440001,16.440001,96700
2015-09-02,16.620001,16.790001,16.410000,16.650000,16.650000,65200
2015-09-03,16.620001,17.020000,16.469999,16.620001,16.620001,101600
2015-09-04,16.420000,16.830000,16.379999,16.400000,16.400000,87300
2015-09-08,16.580000,17.000000,16.549999,16.940001,16.940001,105200
2015-09-09,17.059999,17.180000,16.639999,16.910000,16.910000,176800
2015-09-10,16.860001,17.219999,16.639999,16.980000,16.980000,104500
2015-09-11,16.860001,16.860001,16.209999,16.360001,16.360001,110000
2015-09-14,16.330000,16.830000,16.180000,16.820000,16.820000,96900
2015-09-15,16.770000,17.350000,16.730000,17.170000,17.170000,83100
2015-09-16,17.240000,17.700001,17.010000,17.290001,17.290001,278800
2015-09-17,17.290001,17.309999,16.600000,16.700001,16.700001,111300
2015-09-18,16.549999,16.559999,15.900000,16.040001,16.040001,290800
2015-09-21,16.100000,16.379999,15.770000,15.870000,15.870000,100600
2015-09-22,15.700000,15.700000,15.090000,15.520000,15.520000,181800
2015-09-23,15.530000,15.810000,15.260000,15.770000,15.770000,192400
2015-09-24,15.650000,15.900000,15.490000,15.700000,15.700000,237600
2015-09-25,15.780000,16.049999,15.000000,15.240000,15.240000,219000
2015-09-28,15.160000,15.270000,14.700000,15.120000,15.120000,299700
2015-09-29,15.110000,15.150000,13.960000,14.220000,14.220000,390800
2015-09-30,14.370000,14.420000,13.410000,14.080000,14.080000,420500
2015-10-01,14.130000,14.910000,12.580000,14.690000,14.690000,839600
2015-10-02,14.520000,15.300000,14.080000,15.140000,15.140000,340400
2015-10-05,15.140000,16.100000,14.950000,15.570000,15.570000,1017400
2015-10-06,13.800000,14.280000,12.550000,12.670000,12.670000,2082400
2015-10-07,12.700000,12.980000,12.010000,12.040000,12.040000,744600
2015-10-08,12.100000,12.250000,11.500000,11.750000,11.750000,407800
2015-10-09,11.810000,12.280000,11.750000,11.900000,11.900000,341300
2015-10-12,11.910000,12.760000,11.900000,12.730000,12.730000,391200
2015-10-13,12.740000,12.890000,11.920000,11.990000,11.990000,312700
2015-10-14,12.040000,12.060000,11.300000,11.420000,11.420000,378200
2015-10-15,11.590000,12.550000,11.590000,12.450000,12.450000,492200
2015-10-16,12.440000,12.550000,12.220000,12.450000,12.450000,199400
2015-10-19,12.420000,12.550000,12.060000,12.200000,12.200000,223600
2015-10-20,12.140000,12.500000,12.100000,12.230000,12.230000,135600
2015-10-21,12.330000,12.480000,12.120000,12.220000,12.220000,140700
2015-10-22,12.370000,12.440000,12.130000,12.210000,12.210000,165500
2015-10-23,12.240000,12.240000,11.400000,11.640000,11.640000,313000
2015-10-26,11.630000,11.870000,11.350000,11.450000,11.450000,286300
2015-10-27,11.400000,11.500000,10.870000,10.990000,10.990000,476000
2015-10-28,10.990000,11.340000,10.860000,11.130000,11.130000,273600
2015-10-29,11.070000,11.370000,10.940000,11.200000,11.200000,365600
2015-10-30,11.180000,11.590000,11.150000,11.410000,11.410000,288300
2015-11-02,11.400000,11.790000,11.300000,11.740000,11.740000,153500
2015-11-03,11.670000,12.260000,11.610000,12.110000,12.110000,174100
2015-11-04,12.160000,12.420000,11.820000,11.880000,11.880000,199100
2015-11-05,11.890000,12.440000,11.880000,12.410000,12.410000,166900
2015-11-06,12.400000,12.600000,12.310000,12.430000,12.430000,161000
2015-11-09,12.360000,12.430000,11.910000,12.020000,12.020000,157200
2015-11-10,11.980000,12.230000,11.880000,12.120000,12.120000,145900
2015-11-11,12.120000,12.220000,11.730000,11.790000,11.790000,112300
2015-11-12,11.690000,11.930000,11.550000,11.740000,11.740000,91200
2015-11-13,11.610000,11.750000,10.900000,11.010000,11.010000,329800
2015-11-16,11.000000,11.320000,10.970000,11.300000,11.300000,182800
2015-11-17,11.410000,11.410000,10.910000,10.990000,10.990000,143900
2015-11-18,11.010000,11.070000,10.860000,10.950000,10.950000,169900
2015-11-19,10.950000,11.050000,10.850000,10.880000,10.880000,168400
2015-11-20,10.970000,11.040000,10.680000,10.780000,10.780000,167600
2015-11-23,10.730000,10.850000,10.420000,10.450000,10.450000,493700
2015-11-24,10.420000,10.420000,9.710000,9.990000,9.990000,580000
2015-11-25,10.000000,10.450000,10.000000,10.230000,10.230000,323900
2015-11-27,10.230000,10.310000,10.140000,10.140000,10.140000,95600
2015-11-30,10.200000,10.460000,10.200000,10.270000,10.270000,373700
2015-12-01,10.280000,10.370000,10.000000,10.060000,10.060000,234800
